source,local_index,parent id,domain,Daya Ilokusi,Jenis Ujaran
ibrohim budi,6711,11354,religion,assertive,neutral
ibrohim budi,6712,9336,neutral,assertive,neutral
ibrohim budi,6713,12666,religion,assertive,neutral
ibrohim budi,6714,10793,neutral,assertive,neutral
ibrohim budi,6715,6974,ethnicity,expressive,neutral
ibrohim budi,6716,9242,gender,assertive,neutral
ibrohim budi,6717,11739,neutral,assertive,neutral
ibrohim budi,6718,10155,neutral,assertive,neutral
ibrohim budi,6719,7147,neutral,assertive,neutral
ibrohim budi,6720,14492,religion,directive,neutral
ibrohim budi,6721,8095,neutral,directive,neutral
ibrohim budi,6722,9402,neutral,directive,neutral
ibrohim budi,6723,10141,neutral,assertive,neutral
ibrohim budi,6724,10399,neutral,assertive,neutral
ibrohim budi,6725,10226,neutral,assertive,neutral
ibrohim budi,6726,1331,ethnicity,expressive,hate speech
ibrohim budi,6727,9412,neutral,assertive,neutral
ibrohim budi,6728,12264,neutral,assertive,neutral
ibrohim budi,6729,7042,neutral,assertive,neutral
ibrohim budi,6730,1372,ethnicity,expressive,hate speech
ibrohim budi,6731,11384,neutral,assertive,neutral
ibrohim budi,6732,10117,religion,expressive,hate speech
ibrohim budi,6733,5310,neutral,expressive,defamation
ibrohim budi,6734,9685,porn,assertive,immoral
ibrohim budi,6735,6191,neutral,assertive,neutral
ibrohim budi,6736,8865,neutral,assertive,neutral
ibrohim budi,6737,10012,neutral,assertive,neutral
ibrohim budi,6738,10880,neutral,expressive,neutral
ibrohim budi,6739,7782,neutral,assertive,neutral
ibrohim budi,6740,8413,neutral,assertive,neutral
ibrohim budi,6741,12056,neutral,assertive,neutral
ibrohim budi,6742,11210,religion,assertive,neutral
ibrohim budi,6743,9436,neutral,assertive,neutral
ibrohim budi,6744,10438,neutral,expressive,neutral
ibrohim budi,6745,8027,neutral,expressive,neutral
ibrohim budi,6746,14493,neutral,assertive,neutral
ibrohim budi,6747,12626,neutral,assertive,neutral
ibrohim budi,6748,427,religion,expressive,hate speech
ibrohim budi,6749,5549,neutral,expressive,defamation
ibrohim budi,6750,9003,porn,expressive,immoral
ibrohim budi,6751,14494,religion,assertive,neutral
ibrohim budi,6752,6485,neutral,assertive,neutral
ibrohim budi,6753,6802,neutral,assertive,neutral
ibrohim budi,6754,9013,neutral,assertive,neutral
ibrohim budi,6755,11995,neutral,expressive,defamation
ibrohim budi,6756,11619,neutral,expressive,neutral
ibrohim budi,6757,8742,neutral,expressive,defamation
ibrohim budi,6758,11693,neutral,assertive,neutral
ibrohim budi,6759,11503,neutral,assertive,neutral
ibrohim budi,6760,6774,neutral,assertive,neutral
ibrohim budi,6761,9906,neutral,assertive,neutral
ibrohim budi,6762,4167,neutral,expressive,defamation
ibrohim budi,6763,10737,neutral,assertive,neutral
ibrohim budi,6764,10263,neutral,expressive,neutral
ibrohim budi,6765,7091,neutral,assertive,neutral
ibrohim budi,6766,10367,neutral,assertive,neutral
ibrohim budi,6767,11082,neutral,assertive,neutral
ibrohim budi,6768,8888,porn,assertive,immoral
ibrohim budi,6769,7119,neutral,assertive,neutral
ibrohim budi,6770,7207,neutral,directive,neutral
ibrohim budi,6771,2428,neutral,assertive,neutral
ibrohim budi,6772,4003,neutral,expressive,defamation
ibrohim budi,6773,4452,neutral,directive,defamation
ibrohim budi,6774,6889,neutral,assertive,neutral
ibrohim budi,6775,10492,neutral,expressive,defamation
ibrohim budi,6776,10852,porn,assertive,immoral
ibrohim budi,6777,12256,religion,expressive,hate speech
ibrohim budi,6778,8522,neutral,assertive,neutral
ibrohim budi,6779,10248,neutral,expressive,defamation
ibrohim budi,6780,9042,neutral,assertive,neutral
ibrohim budi,6781,2550,neutral,assertive,neutral
ibrohim budi,6782,3199,neutral,expressive,neutral
ibrohim budi,6783,6695,neutral,assertive,neutral
ibrohim budi,6784,6580,neutral,assertive,neutral
ibrohim budi,6785,10213,neutral,assertive,neutral
ibrohim budi,6786,11637,religion,expressive,hate speech
ibrohim budi,6787,6967,religion,assertive,neutral
ibrohim budi,6788,8471,neutral,assertive,neutral
ibrohim budi,6789,8951,neutral,assertive,neutral
ibrohim budi,6790,12013,neutral,expressive,neutral
ibrohim budi,6791,1338,religion,expressive,hate speech
ibrohim budi,6792,12606,neutral,assertive,neutral
ibrohim budi,6793,9945,neutral,expressive,neutral
ibrohim budi,6794,8319,neutral,expressive,defamation
ibrohim budi,6795,11371,religion,assertive,neutral
ibrohim budi,6796,7004,neutral,assertive,neutral
ibrohim budi,6797,11398,neutral,assertive,neutral
ibrohim budi,6798,12736,neutral,assertive,neutral
ibrohim budi,6799,7240,neutral,expressive,defamation
ibrohim budi,6800,12448,neutral,assertive,neutral
ibrohim budi,6801,9679,neutral,expressive,defamation
ibrohim budi,6802,11294,neutral,assertive,neutral
ibrohim budi,6803,1584,neutral,assertive,neutral
ibrohim budi,6804,5467,neutral,expressive,defamation
ibrohim budi,6805,12730,neutral,expressive,neutral
ibrohim budi,6806,6293,neutral,assertive,neutral
ibrohim budi,6807,8610,neutral,assertive,neutral
ibrohim budi,6808,3343,neutral,expressive,defamation
ibrohim budi,6809,3467,neutral,expressive,defamation
ibrohim budi,6810,9835,neutral,assertive,neutral
ibrohim budi,6811,2481,neutral,assertive,neutral
ibrohim budi,6812,7043,neutral,assertive,neutral
ibrohim budi,6813,6437,religion,assertive,neutral
ibrohim budi,6814,9267,ethnicity,directive,hate speech
ibrohim budi,6815,10523,neutral,expressive,defamation
ibrohim budi,6816,9815,neutral,assertive,neutral
ibrohim budi,6817,11068,neutral,assertive,neutral
ibrohim budi,6818,2413,neutral,expressive,defamation
ibrohim budi,6819,11596,neutral,assertive,neutral
ibrohim budi,6820,10733,ethnicity,assertive,neutral
ibrohim budi,6821,6897,religion,expressive,hate speech
ibrohim budi,6822,741,religion,directive,neutral
ibrohim budi,6823,12233,religion,expressive,hate speech
ibrohim budi,6824,11844,neutral,assertive,neutral
ibrohim budi,6825,10431,neutral,assertive,neutral
ibrohim budi,6826,7479,neutral,assertive,neutral
ibrohim budi,6827,6643,neutral,assertive,neutral
ibrohim budi,6828,8527,neutral,assertive,neutral
ibrohim budi,6829,8766,neutral,assertive,neutral
ibrohim budi,6830,7385,neutral,assertive,neutral
ibrohim budi,6831,10397,neutral,assertive,neutral
ibrohim budi,6832,8058,neutral,assertive,neutral
ibrohim budi,6833,5579,neutral,expressive,defamation
ibrohim budi,6834,8981,neutral,expressive,neutral
ibrohim budi,6835,6726,religion,expressive,neutral
ibrohim budi,6836,12480,religion,expressive,hate speech
ibrohim budi,6837,2941,neutral,assertive,neutral
ibrohim budi,6838,7948,neutral,assertive,neutral
ibrohim budi,6839,9119,neutral,assertive,neutral
ibrohim budi,6840,9533,neutral,assertive,neutral
ibrohim budi,6841,11803,neutral,expressive,defamation
ibrohim budi,6842,4711,neutral,expressive,defamation
ibrohim budi,6843,7981,neutral,assertive,neutral
ibrohim budi,6844,9407,neutral,assertive,neutral
ibrohim budi,6845,14495,neutral,expressive,neutral
ibrohim budi,6846,8068,neutral,assertive,neutral
ibrohim budi,6847,8226,neutral,assertive,neutral
ibrohim budi,6848,11539,neutral,assertive,neutral
ibrohim budi,6849,6090,neutral,assertive,neutral
ibrohim budi,6850,9389,ethnicity,expressive,hate speech
ibrohim budi,6851,11681,neutral,assertive,neutral
ibrohim budi,6852,12875,ethnicity,directive,hate speech
ibrohim budi,6853,8962,porn,assertive,immoral
ibrohim budi,6854,11225,neutral,expressive,neutral
ibrohim budi,6855,8376,neutral,assertive,neutral
ibrohim budi,6856,9359,neutral,assertive,neutral
ibrohim budi,6857,239,religion,assertive,neutral
ibrohim budi,6858,8102,religion,assertive,neutral
ibrohim budi,6859,11243,neutral,assertive,neutral
ibrohim budi,6860,8391,neutral,assertive,neutral
ibrohim budi,6861,12794,neutral,expressive,defamation
ibrohim budi,6862,8339,neutral,assertive,neutral
ibrohim budi,6863,3235,neutral,assertive,neutral
ibrohim budi,6864,10092,neutral,assertive,neutral
ibrohim budi,6865,9826,neutral,expressive,neutral
ibrohim budi,6866,12122,neutral,expressive,defamation
ibrohim budi,6867,952,ethnicity,expressive,hate speech
ibrohim budi,6868,7490,neutral,assertive,neutral
ibrohim budi,6869,8857,neutral,expressive,defamation
ibrohim budi,6870,10389,neutral,assertive,neutral
ibrohim budi,6871,12776,neutral,expressive,neutral
ibrohim budi,6872,1028,ethnicity,expressive,hate speech
ibrohim budi,6873,12739,neutral,assertive,neutral
ibrohim budi,6874,12803,neutral,assertive,neutral
ibrohim budi,6875,7426,neutral,assertive,neutral
ibrohim budi,6876,5563,neutral,expressive,defamation
ibrohim budi,6877,6018,neutral,expressive,defamation
ibrohim budi,6878,7566,neutral,directive,neutral
ibrohim budi,6879,7359,neutral,assertive,neutral
ibrohim budi,6880,11823,neutral,expressive,defamation
ibrohim budi,6881,10351,neutral,expressive,neutral
ibrohim budi,6882,7632,neutral,expressive,defamation
ibrohim budi,6883,6621,neutral,assertive,neutral
ibrohim budi,6884,11541,neutral,assertive,neutral
ibrohim budi,6885,11577,ethnicity,assertive,neutral
ibrohim budi,6886,9721,neutral,expressive,defamation
ibrohim budi,6887,8425,neutral,expressive,defamation
ibrohim budi,6888,7183,neutral,assertive,neutral
ibrohim budi,6889,8787,neutral,assertive,neutral
ibrohim budi,6890,6787,religion,assertive,neutral
ibrohim budi,6891,11865,neutral,expressive,neutral
ibrohim budi,6892,10122,neutral,directive,neutral
ibrohim budi,6893,6445,religion,assertive,neutral
ibrohim budi,6894,9491,neutral,assertive,neutral
ibrohim budi,6895,10948,neutral,assertive,neutral
ibrohim budi,6896,12477,neutral,expressive,defamation
ibrohim budi,6897,10349,neutral,assertive,neutral
ibrohim budi,6898,12838,religion,assertive,neutral
ibrohim budi,6899,11813,neutral,expressive,neutral
ibrohim budi,6900,7826,neutral,directive,neutral
ibrohim budi,6901,9130,neutral,assertive,neutral
ibrohim budi,6902,1056,religion,expressive,hate speech
ibrohim budi,6903,12097,neutral,assertive,neutral
ibrohim budi,6904,9294,neutral,assertive,neutral
ibrohim budi,6905,8769,ethnicity,expressive,neutral
ibrohim budi,6906,2508,neutral,expressive,defamation
ibrohim budi,6907,7427,neutral,assertive,neutral
ibrohim budi,6908,3386,religion,expressive,hate speech
ibrohim budi,6909,2716,neutral,assertive,neutral
ibrohim budi,6910,3680,neutral,assertive,neutral
ibrohim budi,6911,8893,neutral,assertive,neutral
ibrohim budi,6912,7371,religion,directive,hate speech
ibrohim budi,6913,9016,porn,assertive,immoral
ibrohim budi,6914,9396,neutral,assertive,neutral
ibrohim budi,6915,871,ethnicity,expressive,hate speech
ibrohim budi,6916,8445,neutral,commissive,neutral
ibrohim budi,6917,6753,neutral,expressive,neutral
ibrohim budi,6918,10276,porn,expressive,immoral
ibrohim budi,6919,10129,neutral,expressive,defamation
ibrohim budi,6920,10148,neutral,assertive,neutral
ibrohim budi,6921,10560,porn,expressive,immoral
ibrohim budi,6922,12464,neutral,assertive,neutral
ibrohim budi,6923,8771,neutral,assertive,neutral
ibrohim budi,6924,14496,neutral,expressive,neutral
ibrohim budi,6925,7840,neutral,assertive,neutral
ibrohim budi,6926,10022,neutral,expressive,neutral
ibrohim budi,6927,7344,neutral,assertive,neutral
ibrohim budi,6928,12348,religion,expressive,hate speech
ibrohim budi,6929,10394,religion,assertive,neutral
ibrohim budi,6930,10476,religion,expressive,hate speech
ibrohim budi,6931,10674,neutral,expressive,neutral
ibrohim budi,6932,4710,neutral,expressive,defamation
ibrohim budi,6933,3407,neutral,assertive,neutral
ibrohim budi,6934,12435,religion,expressive,hate speech
ibrohim budi,6935,11231,neutral,assertive,neutral
ibrohim budi,6936,9661,neutral,expressive,neutral
ibrohim budi,6937,7138,neutral,assertive,neutral
ibrohim budi,6938,2866,neutral,directive,neutral
ibrohim budi,6939,1036,ethnicity,expressive,hate speech
ibrohim budi,6940,6611,neutral,assertive,neutral
ibrohim budi,6941,8167,neutral,assertive,neutral
ibrohim budi,6942,10524,religion,expressive,hate speech
ibrohim budi,6943,11548,neutral,assertive,neutral
ibrohim budi,6944,10058,neutral,assertive,neutral
ibrohim budi,6945,8125,porn,directive,immoral
ibrohim budi,6946,2115,neutral,expressive,defamation
ibrohim budi,6947,7382,neutral,directive,neutral
ibrohim budi,6948,11016,religion,expressive,neutral
ibrohim budi,6949,12364,neutral,assertive,neutral
ibrohim budi,6950,10063,neutral,assertive,neutral
ibrohim budi,6951,1126,religion,expressive,hate speech
ibrohim budi,6952,10295,neutral,assertive,neutral
ibrohim budi,6953,6314,neutral,assertive,neutral
ibrohim budi,6954,7146,neutral,assertive,neutral
ibrohim budi,6955,10767,ethnicity,expressive,hate speech
ibrohim budi,6956,10102,neutral,assertive,neutral
ibrohim budi,6957,7361,ethnicity,directive,hate speech
ibrohim budi,6958,4313,neutral,expressive,defamation
ibrohim budi,6959,1647,religion,directive,neutral
ibrohim budi,6960,9770,neutral,assertive,neutral
ibrohim budi,6961,7818,neutral,assertive,neutral
ibrohim budi,6962,11585,neutral,assertive,neutral
ibrohim budi,6963,9485,neutral,assertive,neutral
ibrohim budi,6964,11351,neutral,assertive,neutral
ibrohim budi,6965,12360,neutral,assertive,neutral
ibrohim budi,6966,11587,neutral,assertive,neutral
ibrohim budi,6967,8679,neutral,assertive,neutral
ibrohim budi,6968,7707,neutral,assertive,neutral
ibrohim budi,6969,11771,ethnicity,assertive,neutral
ibrohim budi,6970,12000,neutral,directive,neutral
ibrohim budi,6971,12621,neutral,assertive,neutral
ibrohim budi,6972,8001,neutral,assertive,neutral
ibrohim budi,6973,1366,religion,expressive,hate speech
ibrohim budi,6974,12844,neutral,assertive,neutral
ibrohim budi,6975,12481,neutral,assertive,neutral
ibrohim budi,6976,5623,neutral,expressive,defamation
ibrohim budi,6977,8552,neutral,assertive,neutral
ibrohim budi,6978,7339,neutral,assertive,neutral
ibrohim budi,6979,12261,ethnicity,assertive,neutral
ibrohim budi,6980,12938,ethnicity,assertive,neutral
ibrohim budi,6981,9711,neutral,assertive,neutral
ibrohim budi,6982,7555,neutral,assertive,neutral
ibrohim budi,6983,10299,neutral,assertive,neutral
ibrohim budi,6984,13012,neutral,assertive,neutral
ibrohim budi,6985,11109,religion,assertive,neutral
ibrohim budi,6986,8537,neutral,assertive,neutral
ibrohim budi,6987,3232,neutral,assertive,neutral
ibrohim budi,6988,7593,neutral,assertive,neutral
ibrohim budi,6989,8553,neutral,assertive,neutral
ibrohim budi,6990,10270,neutral,expressive,defamation
ibrohim budi,6991,1270,ethnicity,expressive,hate speech
ibrohim budi,6992,11660,neutral,assertive,neutral
ibrohim budi,6993,11945,neutral,expressive,neutral
ibrohim budi,6994,12187,neutral,expressive,neutral
ibrohim budi,6995,8217,neutral,assertive,neutral
ibrohim budi,6996,14497,neutral,assertive,neutral
ibrohim budi,6997,8568,neutral,assertive,neutral
ibrohim budi,6998,8060,neutral,expressive,neutral
ibrohim budi,6999,7478,neutral,assertive,neutral
ibrohim budi,7000,6004,neutral,directive,neutral
ibrohim budi,7001,6372,religion,assertive,neutral
ibrohim budi,7002,11198,neutral,assertive,neutral
ibrohim budi,7003,7174,religion,expressive,hate speech
ibrohim budi,7004,12358,religion,expressive,hate speech
ibrohim budi,7005,10149,neutral,assertive,neutral
ibrohim budi,7006,10009,neutral,expressive,neutral
ibrohim budi,7007,758,religion,assertive,neutral
ibrohim budi,7008,9719,ethnicity,expressive,hate speech
ibrohim budi,7009,8406,religion,assertive,neutral
ibrohim budi,7010,12419,neutral,assertive,neutral
ibrohim budi,7011,5738,neutral,assertive,neutral
ibrohim budi,7012,9162,neutral,assertive,neutral
ibrohim budi,7013,9020,porn,assertive,immoral
ibrohim budi,7014,158,religion,assertive,neutral
ibrohim budi,7015,4548,neutral,expressive,defamation
ibrohim budi,7016,12634,neutral,assertive,neutral
ibrohim budi,7017,9255,neutral,assertive,neutral
ibrohim budi,7018,5604,neutral,expressive,defamation
ibrohim budi,7019,11621,neutral,expressive,neutral
ibrohim budi,7020,10650,neutral,directive,neutral
ibrohim budi,7021,10481,neutral,expressive,neutral
ibrohim budi,7022,11102,religion,directive,neutral
ibrohim budi,7023,8800,neutral,assertive,neutral
ibrohim budi,7024,10449,neutral,assertive,neutral
ibrohim budi,7025,8950,neutral,assertive,neutral
ibrohim budi,7026,10130,neutral,assertive,neutral
ibrohim budi,7027,7558,neutral,assertive,neutral
ibrohim budi,7028,7946,neutral,assertive,neutral
ibrohim budi,7029,12408,neutral,expressive,neutral
ibrohim budi,7030,11165,neutral,assertive,neutral
ibrohim budi,7031,1734,neutral,assertive,neutral
ibrohim budi,7032,12490,neutral,assertive,neutral
ibrohim budi,7033,12359,neutral,expressive,neutral
ibrohim budi,7034,3228,neutral,assertive,neutral
ibrohim budi,7035,6875,neutral,assertive,neutral
ibrohim budi,7036,9413,religion,assertive,neutral
ibrohim budi,7037,10550,neutral,assertive,neutral
ibrohim budi,7038,4761,neutral,expressive,defamation
ibrohim budi,7039,8332,religion,assertive,neutral
ibrohim budi,7040,6228,gender,assertive,neutral
ibrohim budi,7041,6757,neutral,assertive,neutral
ibrohim budi,7042,10253,neutral,assertive,neutral
ibrohim budi,7043,6068,neutral,expressive,defamation
ibrohim budi,7044,11799,ethnicity,assertive,neutral
ibrohim budi,7045,4096,neutral,expressive,defamation
